PPI,score,label
10gh-model-64_AB_Z,-9.67,0
10gh-model-65_AB_Z,-9.44,0
10gh-model-66_AB_Z,-9.96,0
10gh-model-67_AB_Z,-9.82,0
10gh-model-68_AB_Z,-9.74,0
10gh-model-69_AB_Z,-9.6,0
10gh-model-6_AB_Z,-9.53,0
10gh-model-70_AB_Z,-9.77,0
10gh-model-71_AB_Z,-10.09,0
10gh-model-72_AB_Z,-9.66,0
10gh-model-73_AB_Z,-9.95,0
10gh-model-74_AB_Z,-9.4,0
10gh-model-75_AB_Z,-9.75,0
10gh-model-76_AB_Z,-9.99,0
10gh-model-77_AB_Z,-9.93,0
10gh-model-78_AB_Z,-10.0,0
10gh-model-79_AB_Z,-9.39,0
10gh-model-7_AB_Z,-9.84,0
10gh-model-80_AB_Z,-9.32,0
10gh-model-81_AB_Z,-9.48,0
10gh-model-82_AB_Z,-9.81,0
10gh-model-83_AB_Z,-9.46,0
10gh-model-84_AB_Z,-10.06,0
10gh-model-85_AB_Z,-9.52,0
10gh-model-86_AB_Z,-9.9,0
10gh-model-87_AB_Z,-9.37,0
10gh-model-88_AB_Z,-9.9,0
10gh-model-89_AB_Z,-9.78,0
10gh-model-8_AB_Z,-10.8,0
10gh-model-90_AB_Z,-9.85,0
10gh-model-91_AB_Z,-9.78,0
10gh-model-93_AB_Z,-9.34,0
10gh-model-94_AB_Z,-9.94,0
10gh-model-95_AB_Z,-9.46,0
10gh-model-96_AB_Z,-9.63,0
10gh-model-97_AB_Z,-9.9,0
10gh-model-98_AB_Z,-10.46,0
10gh-model-99_AB_Z,-9.65,0
10gh-model-9_AB_Z,-9.92,0
21du-model-100_A_ZY,-10.25,0
21du-model-10_A_ZY,-10.5,0
21du-model-11_A_ZY,-10.69,0
21du-model-12_A_ZY,-10.57,0
21du-model-13_A_ZY,-10.47,0
21du-model-14_A_ZY,-10.43,0
21du-model-15_A_ZY,-10.2,0
21du-model-16_A_ZY,-10.76,0
21du-model-17_A_ZY,-10.77,0
21du-model-18_A_ZY,-10.52,0
21du-model-19_A_ZY,-10.46,0
21du-model-1_A_ZY,-10.28,1
21du-model-20_A_ZY,-10.57,0
21du-model-21_A_ZY,-10.71,0
21du-model-22_A_ZY,-10.39,0
21du-model-23_A_ZY,-10.32,0
21du-model-24_A_ZY,-10.36,0
21du-model-25_A_ZY,-10.0,0
21du-model-26_A_ZY,-10.48,0
21du-model-27_A_ZY,-10.93,0
21du-model-28_A_ZY,-10.32,0
21du-model-29_A_ZY,-10.6,0
21du-model-2_A_ZY,-10.22,0
21du-model-30_A_ZY,-10.46,0
21du-model-31_A_ZY,-11.12,0
21du-model-32_A_ZY,-10.3,0
21du-model-33_A_ZY,-10.52,0
21du-model-34_A_ZY,-10.53,0
21du-model-35_A_ZY,-10.26,0
21du-model-36_A_ZY,-10.38,0
21du-model-37_A_ZY,-10.26,0
21du-model-38_A_ZY,-10.85,0
21du-model-39_A_ZY,-10.37,0
21du-model-3_A_ZY,-10.17,0
21du-model-40_A_ZY,-10.16,0
21du-model-41_A_ZY,-10.38,0
21du-model-42_A_ZY,-10.28,0
21du-model-43_A_ZY,-10.61,0
21du-model-44_A_ZY,-10.26,0
21du-model-45_A_ZY,-10.19,0
21du-model-46_A_ZY,-10.27,0
21du-model-47_A_ZY,-10.08,0
21du-model-48_A_ZY,-10.74,0
21du-model-49_A_ZY,-10.37,0
21du-model-4_A_ZY,-10.62,0
21du-model-50_A_ZY,-10.51,0
21du-model-51_A_ZY,-10.53,0
21du-model-52_A_ZY,-10.35,0
21du-model-53_A_ZY,-10.58,0
21du-model-54_A_ZY,-10.76,0
21du-model-55_A_ZY,-10.54,0
21du-model-56_A_ZY,-10.85,0
21du-model-57_A_ZY,-10.31,0
21du-model-58_A_ZY,-10.42,0
21du-model-59_A_ZY,-10.63,0
21du-model-5_A_ZY,-10.13,0
21du-model-60_A_ZY,-10.55,0
21du-model-61_A_ZY,-10.35,0
21du-model-62_A_ZY,-10.68,0
21du-model-63_A_ZY,-10.23,0
21du-model-64_A_ZY,-10.76,0
21du-model-65_A_ZY,-10.47,0
21du-model-66_A_ZY,-10.63,0
21du-model-67_A_ZY,-10.05,0
21du-model-68_A_ZY,-10.22,0
21du-model-69_A_ZY,-10.45,0
21du-model-6_A_ZY,-10.35,0
21du-model-70_A_ZY,-10.24,0
21du-model-71_A_ZY,-10.71,0
21du-model-72_A_ZY,-10.45,0
21du-model-73_A_ZY,-10.36,0
21du-model-74_A_ZY,-10.62,0
21du-model-75_A_ZY,-10.1,0
21du-model-76_A_ZY,-10.27,0
21du-model-77_A_ZY,-10.34,0
21du-model-78_A_ZY,-10.0,0
21du-model-79_A_ZY,-10.34,0
21du-model-7_A_ZY,-10.62,0
21du-model-80_A_ZY,-10.64,0
21du-model-81_A_ZY,-10.43,0
21du-model-82_A_ZY,-10.52,0
21du-model-83_A_ZY,-10.44,0
21du-model-84_A_ZY,-10.87,0
21du-model-85_A_ZY,-10.94,0
21du-model-86_A_ZY,-11.03,0
21du-model-87_A_ZY,-10.52,1
21du-model-88_A_ZY,-10.64,0
21du-model-89_A_ZY,-10.12,0
21du-model-8_A_ZY,-10.46,0
21du-model-90_A_ZY,-10.27,0
21du-model-91_A_ZY,-10.68,0
21du-model-92_A_ZY,-10.38,0
21du-model-93_A_ZY,-10.22,0
21du-model-94_A_ZY,-10.25,0
21du-model-95_A_ZY,-10.18,0
21du-model-96_A_ZY,-10.34,0
21du-model-97_A_ZY,-10.51,0
21du-model-98_A_ZY,-10.37,0
21du-model-99_A_ZY,-11.02,0
21du-model-9_A_ZY,-10.59,0
22ps,-10.91,1
22ps-model-100_AB_Z,-10.02,0
22ps-model-10_AB_Z,-10.3,0
22ps-model-11_AB_Z,-11.09,0
22ps-model-12_AB_Z,-11.06,0
22ps-model-13_AB_Z,-10.23,0
22ps-model-14_AB_Z,-10.22,0
22ps-model-15_AB_Z,-10.61,0
22ps-model-16_AB_Z,-9.57,0
22ps-model-17_AB_Z,-10.06,0
22ps-model-18_AB_Z,-10.57,0
22ps-model-19_AB_Z,-11.15,0
22ps-model-1_AB_Z,-10.88,0
22ps-model-20_AB_Z,-9.89,0
22ps-model-21_AB_Z,-11.08,0
22ps-model-22_AB_Z,-10.83,0
22ps-model-23_AB_Z,-10.76,0
22ps-model-24_AB_Z,-11.29,0
22ps-model-25_AB_Z,-10.46,0
22ps-model-26_AB_Z,-10.48,0
22ps-model-27_AB_Z,-10.2,0
22ps-model-28_AB_Z,-10.88,0
22ps-model-29_AB_Z,-11.27,0
22ps-model-2_AB_Z,-10.76,0
22ps-model-30_AB_Z,-10.76,0
22ps-model-31_AB_Z,-10.42,0
22ps-model-32_AB_Z,-10.57,0
22ps-model-33_AB_Z,-11.08,0
22ps-model-34_AB_Z,-10.39,0
22ps-model-35_AB_Z,-10.17,0
22ps-model-36_AB_Z,-10.19,0
22ps-model-37_AB_Z,-10.45,0
22ps-model-38_AB_Z,-10.22,0
22ps-model-39_AB_Z,-10.12,0
22ps-model-3_AB_Z,-10.1,0
22ps-model-40_AB_Z,-10.35,0
22ps-model-41_AB_Z,-10.12,0
22ps-model-42_AB_Z,-10.66,0
22ps-model-43_AB_Z,-9.96,0
22ps-model-44_AB_Z,-10.34,0
22ps-model-45_AB_Z,-10.31,0
22ps-model-46_AB_Z,-10.04,0
22ps-model-47_AB_Z,-10.84,0
22ps-model-48_AB_Z,-10.63,0
22ps-model-49_AB_Z,-10.14,0
22ps-model-4_AB_Z,-10.9,0
22ps-model-50_AB_Z,-10.69,0
22ps-model-51_AB_Z,-10.36,0
22ps-model-52_AB_Z,-10.53,0
22ps-model-53_AB_Z,-10.83,0
22ps-model-54_AB_Z,-10.28,0
22ps-model-55_AB_Z,-10.11,0
22ps-model-56_AB_Z,-10.64,0
22ps-model-57_AB_Z,-10.33,0
22ps-model-58_AB_Z,-10.69,0
22ps-model-59_AB_Z,-10.9,0
22ps-model-5_AB_Z,-10.7,0
22ps-model-60_AB_Z,-10.65,0
22ps-model-61_AB_Z,-10.55,0
22ps-model-62_AB_Z,-10.52,0
22ps-model-63_AB_Z,-10.5,0
22ps-model-64_AB_Z,-11.02,0
22ps-model-65_AB_Z,-9.8,0
22ps-model-66_AB_Z,-9.59,0
22ps-model-67_AB_Z,-10.51,0
22ps-model-68_AB_Z,-10.47,0
22ps-model-69_AB_Z,-9.79,0
22ps-model-6_AB_Z,-11.29,0
22ps-model-70_AB_Z,-9.49,0
22ps-model-71_AB_Z,-10.67,0
22ps-model-72_AB_Z,-10.72,0
22ps-model-73_AB_Z,-10.7,0
22ps-model-74_AB_Z,-10.61,0
22ps-model-75_AB_Z,-10.15,0
22ps-model-76_AB_Z,-9.73,0
22ps-model-77_AB_Z,-10.88,0
22ps-model-78_AB_Z,-9.99,0
22ps-model-79_AB_Z,-10.82,0
22ps-model-7_AB_Z,-10.66,0
22ps-model-80_AB_Z,-10.96,0
22ps-model-81_AB_Z,-11.39,0
22ps-model-82_AB_Z,-10.49,0
22ps-model-83_AB_Z,-10.92,0
22ps-model-84_AB_Z,-9.97,0
22ps-model-85_AB_Z,-11.06,0
22ps-model-86_AB_Z,-9.97,0
22ps-model-87_AB_Z,-10.18,0
22ps-model-88_AB_Z,-9.92,0
22ps-model-89_AB_Z,-10.09,0
22ps-model-8_AB_Z,-11.28,0
22ps-model-90_AB_Z,-10.0,0
22ps-model-91_AB_Z,-10.11,0
22ps-model-93_AB_Z,-10.74,0
22ps-model-94_AB_Z,-10.28,0
22ps-model-95_AB_Z,-10.74,0
22ps-model-96_AB_Z,-9.83,0
22ps-model-97_AB_Z,-9.98,0
22ps-model-98_AB_Z,-10.21,0
22ps-model-99_AB_Z,-10.74,0
22ps-model-9_AB_Z,-10.59,0
8u9s,-10.56,1
8u9s-model-100_A_ZY,-10.48,0
8u9s-model-10_A_ZY,-10.62,0
8u9s-model-11_A_ZY,-10.71,0
8u9s-model-12_A_ZY,-11.05,0
8u9s-model-13_A_ZY,-10.62,0
8u9s-model-14_A_ZY,-10.69,0
8u9s-model-15_A_ZY,-10.7,0
8u9s-model-16_A_ZY,-10.13,0
8u9s-model-17_A_ZY,-10.36,0
8u9s-model-18_A_ZY,-10.24,0
8u9s-model-19_A_ZY,-10.76,0
8u9s-model-1_A_ZY,-10.24,0
8u9s-model-20_A_ZY,-10.2,0
8u9s-model-21_A_ZY,-10.05,0
8u9s-model-22_A_ZY,-10.59,0
8u9s-model-23_A_ZY,-10.42,0
8u9s-model-24_A_ZY,-10.44,0
8u9s-model-25_A_ZY,-10.5,0
8u9s-model-26_A_ZY,-10.57,0
8u9s-model-27_A_ZY,-10.79,0
8u9s-model-28_A_ZY,-10.38,0
8u9s-model-29_A_ZY,-10.62,0
8u9s-model-2_A_ZY,-10.56,0
8u9s-model-30_A_ZY,-10.57,0
8u9s-model-31_A_ZY,-10.69,0
8u9s-model-32_A_ZY,-10.59,0
8u9s-model-33_A_ZY,-10.68,0
8u9s-model-34_A_ZY,-10.24,0
8u9s-model-35_A_ZY,-10.56,0
8u9s-model-36_A_ZY,-10.33,0
8u9s-model-37_A_ZY,-10.65,0
8u9s-model-38_A_ZY,-10.34,0
8u9s-model-39_A_ZY,-10.53,0
8u9s-model-3_A_ZY,-10.74,0
8u9s-model-40_A_ZY,-10.53,0
8u9s-model-41_A_ZY,-10.61,0
8u9s-model-42_A_ZY,-10.38,0
8u9s-model-43_A_ZY,-10.45,0
8u9s-model-44_A_ZY,-10.37,0
8u9s-model-45_A_ZY,-10.53,0
8u9s-model-46_A_ZY,-10.52,0
8u9s-model-47_A_ZY,-10.98,0
8u9s-model-48_A_ZY,-10.34,0
8u9s-model-49_A_ZY,-10.51,0
8u9s-model-4_A_ZY,-10.57,0
8u9s-model-50_A_ZY,-10.83,0
8u9s-model-51_A_ZY,-9.78,0
8u9s-model-52_A_ZY,-10.02,0
8u9s-model-53_A_ZY,-10.27,0
8u9s-model-54_A_ZY,-10.66,0
8u9s-model-55_A_ZY,-10.18,0
8u9s-model-56_A_ZY,-10.46,0
8u9s-model-57_A_ZY,-10.43,0
8u9s-model-58_A_ZY,-10.31,0
8u9s-model-59_A_ZY,-10.82,0
8u9s-model-5_A_ZY,-10.67,0
8u9s-model-60_A_ZY,-9.91,0
8u9s-model-61_A_ZY,-10.62,0
8u9s-model-62_A_ZY,-10.54,0
8u9s-model-63_A_ZY,-10.35,0
8u9s-model-64_A_ZY,-10.45,0
8u9s-model-65_A_ZY,-10.99,0
8u9s-model-66_A_ZY,-10.15,0
8u9s-model-67_A_ZY,-10.33,0
8u9s-model-68_A_ZY,-10.22,0
8u9s-model-69_A_ZY,-10.62,0
8u9s-model-6_A_ZY,-10.84,0
8u9s-model-70_A_ZY,-10.12,0
8u9s-model-71_A_ZY,-10.23,0
8u9s-model-72_A_ZY,-10.39,0
8u9s-model-73_A_ZY,-10.97,0
8u9s-model-74_A_ZY,-10.41,0
8u9s-model-75_A_ZY,-10.41,0
8u9s-model-76_A_ZY,-10.38,0
8u9s-model-77_A_ZY,-10.48,0
8u9s-model-78_A_ZY,-10.18,0
8u9s-model-79_A_ZY,-10.55,0
8u9s-model-7_A_ZY,-10.5,0
8u9s-model-80_A_ZY,-10.18,0
8u9s-model-81_A_ZY,-10.88,0
8u9s-model-82_A_ZY,-10.25,0
8u9s-model-83_A_ZY,-10.69,0
8u9s-model-84_A_ZY,-10.56,0
8u9s-model-85_A_ZY,-10.51,0
8u9s-model-86_A_ZY,-10.37,0
8u9s-model-87_A_ZY,-10.35,0
8u9s-model-88_A_ZY,-10.01,0
8u9s-model-89_A_ZY,-10.63,0
8u9s-model-8_A_ZY,-10.82,0
8u9s-model-90_A_ZY,-10.77,0
8u9s-model-91_A_ZY,-9.9,0
8u9s-model-93_A_ZY,-10.64,0
8u9s-model-94_A_ZY,-10.46,0
8u9s-model-95_A_ZY,-10.74,0
8u9s-model-96_A_ZY,-10.42,0
8u9s-model-97_A_ZY,-11.0,0
8u9s-model-98_A_ZY,-10.07,0
8u9s-model-99_A_ZY,-10.23,0
8u9s-model-9_A_ZY,-10.37,0
8ubi-model-100_A_ZY,-10.08,0
8ubi-model-10_A_ZY,-10.58,0
8ubi-model-11_A_ZY,-10.54,0
8ubi-model-12_A_ZY,-10.87,0
8ubi-model-13_A_ZY,-10.82,0
8ubi-model-14_A_ZY,-10.68,0
8ubi-model-15_A_ZY,-10.89,0
8ubi-model-16_A_ZY,-10.37,0
8ubi-model-17_A_ZY,-10.41,0
8ubi-model-18_A_ZY,-10.42,0
8ubi-model-19_A_ZY,-10.56,0
8ubi-model-1_A_ZY,-10.65,0
8ubi-model-20_A_ZY,-10.13,0
8ubi-model-21_A_ZY,-10.51,0
8ubi-model-22_A_ZY,-10.27,0
8ubi-model-23_A_ZY,-9.8,0
8ubi-model-24_A_ZY,-10.65,0
8ubi-model-25_A_ZY,-10.01,0
8ubi-model-26_A_ZY,-10.54,0
8ubi-model-27_A_ZY,-10.59,0
8ubi-model-28_A_ZY,-10.46,0
8ubi-model-29_A_ZY,-10.92,0
8ubi-model-2_A_ZY,-10.7,0
8ubi-model-30_A_ZY,-10.79,0
8ubi-model-31_A_ZY,-10.56,0
8ubi-model-32_A_ZY,-10.72,0
8ubi-model-33_A_ZY,-10.63,0
8ubi-model-34_A_ZY,-10.26,0
8ubi-model-35_A_ZY,-10.5,0
8ubi-model-36_A_ZY,-10.75,0
8ubi-model-37_A_ZY,-10.42,0
8ubi-model-38_A_ZY,-10.37,0
8ubi-model-39_A_ZY,-10.56,0
8ubi-model-3_A_ZY,-10.66,0
8ubi-model-40_A_ZY,-10.38,0
8ubi-model-41_A_ZY,-10.65,1
8ubi-model-42_A_ZY,-10.66,0
8ubi-model-43_A_ZY,-10.4,0
8ubi-model-44_A_ZY,-10.75,0
8ubi-model-45_A_ZY,-10.6,0
8ubi-model-46_A_ZY,-10.63,0
8ubi-model-47_A_ZY,-10.55,0
8ubi-model-48_A_ZY,-10.64,0
8ubi-model-49_A_ZY,-10.58,0
8ubi-model-4_A_ZY,-10.75,0
8ubi-model-50_A_ZY,-10.5,0
8ubi-model-51_A_ZY,-10.75,0
8ubi-model-52_A_ZY,-10.68,0
8ubi-model-53_A_ZY,-10.43,0
8ubi-model-54_A_ZY,-10.61,0
8ubi-model-55_A_ZY,-10.14,0
8ubi-model-56_A_ZY,-10.47,0
8ubi-model-57_A_ZY,-10.78,0
8ubi-model-58_A_ZY,-10.84,0
8ubi-model-59_A_ZY,-11.02,0
8ubi-model-5_A_ZY,-10.5,0
8ubi-model-60_A_ZY,-10.57,0
8ubi-model-61_A_ZY,-10.74,0
8ubi-model-62_A_ZY,-10.32,0
8ubi-model-63_A_ZY,-10.56,0
8ubi-model-64_A_ZY,-10.67,0
8ubi-model-65_A_ZY,-10.83,0
8ubi-model-66_A_ZY,-10.26,0
8ubi-model-67_A_ZY,-10.6,0
8ubi-model-68_A_ZY,-10.74,0
8ubi-model-69_A_ZY,-10.76,0
8ubi-model-6_A_ZY,-10.67,0
8ubi-model-70_A_ZY,-10.83,0
8ubi-model-71_A_ZY,-10.22,0
8ubi-model-72_A_ZY,-10.67,0
8ubi-model-73_A_ZY,-10.82,0
8ubi-model-74_A_ZY,-10.76,0
8ubi-model-75_A_ZY,-10.84,0
8ubi-model-76_A_ZY,-10.47,0
8ubi-model-77_A_ZY,-10.73,0
8ubi-model-78_A_ZY,-10.45,0
8ubi-model-79_A_ZY,-10.39,0
8ubi-model-7_A_ZY,-10.81,0
8ubi-model-80_A_ZY,-10.6,0
8ubi-model-81_A_ZY,-10.65,0
8ubi-model-82_A_ZY,-10.53,0
8ubi-model-83_A_ZY,-10.58,0
8ubi-model-84_A_ZY,-10.6,0
8ubi-model-85_A_ZY,-9.76,0
8ubi-model-86_A_ZY,-10.36,0
8ubi-model-87_A_ZY,-10.77,0
8ubi-model-88_A_ZY,-10.45,0
8ubi-model-89_A_ZY,-10.43,0
8ubi-model-8_A_ZY,-10.85,0
8ubi-model-90_A_ZY,-10.07,0
8ubi-model-91_A_ZY,-10.56,0
8ubi-model-92_A_ZY,-10.2,0
8ubi-model-93_A_ZY,-10.09,0
8ubi-model-94_A_ZY,-10.8,0
8ubi-model-95_A_ZY,-10.43,0
8ubi-model-96_A_ZY,-10.38,0
8ubi-model-97_A_ZY,-10.9,0
8ubi-model-98_A_ZY,-10.18,0
8ubi-model-99_A_ZY,-10.95,0
8ubi-model-9_A_ZY,-10.7,0
8ubj-model-100_A_ZY,-10.19,0
8ubj-model-10_A_ZY,-9.99,0
8ubj-model-11_A_ZY,-10.14,0
8ubj-model-12_A_ZY,-10.13,0
8ubj-model-13_A_ZY,-10.72,0
8ubj-model-14_A_ZY,-10.54,0
8ubj-model-15_A_ZY,-10.36,0
8ubj-model-16_A_ZY,-10.56,0
8ubj-model-17_A_ZY,-10.66,0
8ubj-model-18_A_ZY,-10.47,0
8ubj-model-19_A_ZY,-10.54,1
8ubj-model-1_A_ZY,-10.65,0
8ubj-model-20_A_ZY,-10.43,0
8ubj-model-21_A_ZY,-10.83,0
8ubj-model-22_A_ZY,-10.37,0
8ubj-model-23_A_ZY,-10.69,0
8ubj-model-24_A_ZY,-10.66,0
8ubj-model-25_A_ZY,-10.49,0
8ubj-model-26_A_ZY,-10.43,0
8ubj-model-27_A_ZY,-10.71,0
8ubj-model-28_A_ZY,-10.66,0
8ubj-model-29_A_ZY,-10.54,0
8ubj-model-2_A_ZY,-10.88,0
8ubj-model-30_A_ZY,-10.37,0
8ubj-model-31_A_ZY,-10.7,0
8ubj-model-32_A_ZY,-10.55,0
8ubj-model-33_A_ZY,-10.47,0
8ubj-model-34_A_ZY,-10.72,0
8ubj-model-35_A_ZY,-10.42,0
8ubj-model-36_A_ZY,-10.18,0
8ubj-model-37_A_ZY,-10.92,0
8ubj-model-38_A_ZY,-10.99,0
8ubj-model-39_A_ZY,-10.74,0
8ubj-model-3_A_ZY,-10.8,0
8ubj-model-40_A_ZY,-10.41,0
8ubj-model-41_A_ZY,-10.01,0
8ubj-model-42_A_ZY,-10.4,0
8ubj-model-43_A_ZY,-10.9,0
8ubj-model-44_A_ZY,-10.43,0
8ubj-model-45_A_ZY,-10.57,0
8ubj-model-46_A_ZY,-10.48,0
8ubj-model-47_A_ZY,-10.59,0
8ubj-model-48_A_ZY,-10.09,0
8ubj-model-49_A_ZY,-10.55,0
8ubj-model-4_A_ZY,-10.95,0
8ubj-model-50_A_ZY,-9.97,0
8ubj-model-51_A_ZY,-10.77,0
8ubj-model-52_A_ZY,-10.54,0
8ubj-model-53_A_ZY,-10.29,0
8ubj-model-54_A_ZY,-10.08,0
8ubj-model-55_A_ZY,-10.24,0
8ubj-model-56_A_ZY,-10.58,0
8ubj-model-57_A_ZY,-10.66,0
8ubj-model-58_A_ZY,-10.69,0
8ubj-model-59_A_ZY,-10.05,0
8ubj-model-5_A_ZY,-10.78,0
8ubj-model-60_A_ZY,-10.36,0
8ubj-model-61_A_ZY,-10.44,0
8ubj-model-62_A_ZY,-10.69,0
8ubj-model-63_A_ZY,-10.09,0
8ubj-model-64_A_ZY,-10.54,0
8ubj-model-65_A_ZY,-10.48,0
8ubj-model-66_A_ZY,-10.76,0
8ubj-model-67_A_ZY,-10.41,0
8ubj-model-68_A_ZY,-10.57,0
8ubj-model-69_A_ZY,-10.75,0
8ubj-model-6_A_ZY,-10.56,0
8ubj-model-70_A_ZY,-10.7,0
8ubj-model-71_A_ZY,-10.63,0
8ubj-model-72_A_ZY,-10.57,0
8ubj-model-73_A_ZY,-10.49,0
8ubj-model-74_A_ZY,-10.66,0
8ubj-model-75_A_ZY,-10.16,0
8ubj-model-76_A_ZY,-10.5,0
8ubj-model-77_A_ZY,-10.64,0
8ubj-model-78_A_ZY,-10.06,0
8ubj-model-79_A_ZY,-10.0,0
8ubj-model-7_A_ZY,-10.46,0
8ubj-model-80_A_ZY,-10.37,0
8ubj-model-81_A_ZY,-10.36,0
8ubj-model-82_A_ZY,-10.59,0
8ubj-model-83_A_ZY,-10.54,0
8ubj-model-84_A_ZY,-10.57,0
8ubj-model-85_A_ZY,-10.52,0
8ubj-model-86_A_ZY,-10.16,0
8ubj-model-87_A_ZY,-10.68,0
8ubj-model-88_A_ZY,-9.97,0
8ubj-model-89_A_ZY,-10.2,0
8ubj-model-8_A_ZY,-10.59,0
8ubj-model-90_A_ZY,-10.75,0
8ubj-model-91_A_ZY,-10.28,0
8ubj-model-92_A_ZY,-10.73,0
8ubj-model-93_A_ZY,-10.18,0
8ubj-model-94_A_ZY,-10.58,0
8ubj-model-95_A_ZY,-10.39,0
8ubj-model-96_A_ZY,-10.41,0
8ubj-model-97_A_ZY,-10.74,0
8ubj-model-98_A_ZY,-10.49,0
8ubj-model-99_A_ZY,-10.59,0
8ubj-model-9_A_ZY,-10.71,0
8ubk,-10.67,1
8ubk-model-100_A_ZYX,-10.96,0
8ubk-model-10_A_ZYX,-10.44,0
8ubk-model-11_A_ZYX,-9.95,0
8ubk-model-12_A_ZYX,-10.86,0
8ubk-model-13_A_ZYX,-9.97,0
8ubk-model-14_A_ZYX,-10.61,0
8ubk-model-15_A_ZYX,-10.7,0
8ubk-model-16_A_ZYX,-10.14,0
8ubk-model-17_A_ZYX,-10.91,0
8ubk-model-18_A_ZYX,-10.61,0
8ubk-model-19_A_ZYX,-10.58,0
8ubk-model-1_A_ZYX,-10.82,0
8ubk-model-20_A_ZYX,-10.78,0
8ubk-model-21_A_ZYX,-10.37,0
8ubk-model-22_A_ZYX,-10.66,0
8ubk-model-23_A_ZYX,-10.66,0
8ubk-model-24_A_ZYX,-10.76,0
8ubk-model-25_A_ZYX,-10.6,0
8ubk-model-26_A_ZYX,-10.67,0
8ubk-model-27_A_ZYX,-10.32,0
8ubk-model-28_A_ZYX,-10.5,0
8ubk-model-29_A_ZYX,-10.7,0
8ubk-model-2_A_ZYX,-10.3,0
8ubk-model-30_A_ZYX,-10.57,0
8ubk-model-31_A_ZYX,-10.42,0
8ubk-model-32_A_ZYX,-10.19,0
8ubk-model-33_A_ZYX,-10.4,0
8ubk-model-34_A_ZYX,-10.48,0
8ubk-model-35_A_ZYX,-10.21,0
8ubk-model-36_A_ZYX,-10.7,0
8ubk-model-37_A_ZYX,-10.41,0
8ubk-model-38_A_ZYX,-10.88,0
8ubk-model-39_A_ZYX,-10.48,0
8ubk-model-3_A_ZYX,-10.85,0
8ubk-model-40_A_ZYX,-10.79,0
8ubk-model-41_A_ZYX,-10.9,0
8ubk-model-42_A_ZYX,-10.78,0
8ubk-model-43_A_ZYX,-10.93,0
8ubk-model-44_A_ZYX,-10.38,0
8ubk-model-45_A_ZYX,-10.92,0
8ubk-model-46_A_ZYX,-10.86,0
8ubk-model-47_A_ZYX,-10.3,0
8ubk-model-48_A_ZYX,-10.17,0
8ubk-model-49_A_ZYX,-10.58,0
8ubk-model-4_A_ZYX,-11.1,0
8ubk-model-50_A_ZYX,-10.39,0
8ubk-model-51_A_ZYX,-10.55,0
8ubk-model-52_A_ZYX,-10.4,0
8ubk-model-53_A_ZYX,-10.46,0
8ubk-model-54_A_ZYX,-10.67,0
8ubk-model-55_A_ZYX,-10.32,0
8ubk-model-56_A_ZYX,-10.71,0
