PPI,score,label
10gh-model-4_AB_Z,-11.235776901245115,0
10gh-model-50_AB_Z,-8.361455917358398,0
10gh-model-51_AB_Z,-11.515928268432615,0
10gh-model-52_AB_Z,-7.94399356842041,0
10gh-model-53_AB_Z,-7.958686828613281,0
10gh-model-54_AB_Z,-9.53473663330078,0
10gh-model-55_AB_Z,-12.311912536621094,0
10gh-model-56_AB_Z,-9.420656204223633,0
10gh-model-57_AB_Z,-8.592424392700195,0
10gh-model-58_AB_Z,-7.655940055847168,0
10gh-model-59_AB_Z,-7.026498317718506,0
10gh-model-5_AB_Z,-10.645065307617188,0
10gh-model-60_AB_Z,-9.015277862548828,0
10gh-model-61_AB_Z,-10.650334358215332,0
10gh-model-62_AB_Z,-8.873388290405273,0
10gh-model-63_AB_Z,-6.144699096679688,0
10gh-model-64_AB_Z,-7.9786272048950195,0
10gh-model-65_AB_Z,-8.516040802001953,0
10gh-model-66_AB_Z,-10.528268814086914,0
10gh-model-67_AB_Z,-9.669473648071287,0
10gh-model-68_AB_Z,-9.39111328125,0
10gh-model-69_AB_Z,-9.7892427444458,0
10gh-model-6_AB_Z,-7.220241546630859,0
10gh-model-70_AB_Z,-6.801819801330566,0
10gh-model-71_AB_Z,-9.517884254455566,0
10gh-model-72_AB_Z,-9.74105167388916,0
10gh-model-73_AB_Z,-8.350669860839844,0
10gh-model-74_AB_Z,-8.58033275604248,0
10gh-model-75_AB_Z,-8.523691177368164,0
10gh-model-76_AB_Z,-7.967570304870605,0
10gh-model-77_AB_Z,-9.400896072387695,0
10gh-model-78_AB_Z,-8.832667350769043,0
10gh-model-79_AB_Z,-10.04140281677246,0
10gh-model-7_AB_Z,-8.142398834228516,0
10gh-model-80_AB_Z,-9.13565731048584,0
10gh-model-81_AB_Z,-7.976268291473389,0
10gh-model-82_AB_Z,-9.0513277053833,0
10gh-model-83_AB_Z,-11.727548599243164,0
10gh-model-84_AB_Z,-8.034603118896484,0
10gh-model-85_AB_Z,-9.187006950378418,0
10gh-model-86_AB_Z,-8.012471199035645,0
10gh-model-87_AB_Z,-7.920096874237059,0
10gh-model-88_AB_Z,-8.432270050048828,0
10gh-model-89_AB_Z,-8.764334678649902,0
10gh-model-8_AB_Z,-8.697586059570312,0
10gh-model-90_AB_Z,-12.019155502319336,0
10gh-model-91_AB_Z,-9.501903533935549,0
10gh-model-93_AB_Z,-10.663278579711914,0
10gh-model-94_AB_Z,-9.62602710723877,0
10gh-model-95_AB_Z,-8.794628143310547,0
10gh-model-96_AB_Z,-9.074722290039062,0
10gh-model-97_AB_Z,-9.297940254211426,0
10gh-model-98_AB_Z,-10.594797134399414,0
10gh-model-99_AB_Z,-9.30123233795166,0
10gh-model-9_AB_Z,-9.877144813537598,0
21du-model-100_A_ZY,-8.274246215820312,0
21du-model-10_A_ZY,-8.018203735351562,0
21du-model-11_A_ZY,-8.043222427368164,0
21du-model-12_A_ZY,-7.523651599884033,0
21du-model-13_A_ZY,-6.633919715881348,0
21du-model-14_A_ZY,-7.446526050567627,0
21du-model-15_A_ZY,-7.561503887176514,0
21du-model-16_A_ZY,-6.237171649932861,0
21du-model-17_A_ZY,-6.857699871063232,0
21du-model-18_A_ZY,-8.426237106323242,0
21du-model-19_A_ZY,-7.719255924224853,0
21du-model-1_A_ZY,-8.896671295166016,1
21du-model-20_A_ZY,-8.427586555480957,0
21du-model-21_A_ZY,-6.7997727394104,0
21du-model-22_A_ZY,-8.075992584228516,0
21du-model-23_A_ZY,-7.482609272003174,0
21du-model-24_A_ZY,-6.519044399261475,0
21du-model-25_A_ZY,-8.556323051452637,0
21du-model-26_A_ZY,-8.989934921264648,0
21du-model-27_A_ZY,-6.850317478179932,0
21du-model-28_A_ZY,-7.17945671081543,0
21du-model-29_A_ZY,-7.966506958007812,0
21du-model-2_A_ZY,-7.607291221618652,0
21du-model-30_A_ZY,-8.292415618896484,0
21du-model-31_A_ZY,-7.744704246520996,0
21du-model-32_A_ZY,-7.080784797668457,0
21du-model-33_A_ZY,-7.790433883666992,0
21du-model-34_A_ZY,-8.86502742767334,0
21du-model-35_A_ZY,-7.915989398956299,0
21du-model-36_A_ZY,-7.038146018981934,0
21du-model-37_A_ZY,-8.084671974182129,0
21du-model-38_A_ZY,-6.963350296020508,0
21du-model-39_A_ZY,-7.790586471557617,0
21du-model-3_A_ZY,-7.621730327606201,0
21du-model-40_A_ZY,-7.210699558258057,0
21du-model-41_A_ZY,-8.431892395019531,0
21du-model-42_A_ZY,-6.67146635055542,0
21du-model-43_A_ZY,-8.799954414367676,0
21du-model-44_A_ZY,-8.347332954406738,0
21du-model-45_A_ZY,-7.721591949462891,0
21du-model-46_A_ZY,-8.496521949768066,0
21du-model-47_A_ZY,-6.604955196380615,0
21du-model-48_A_ZY,-7.543195724487305,0
21du-model-49_A_ZY,-8.966662406921387,0
21du-model-4_A_ZY,-8.71577262878418,0
21du-model-50_A_ZY,-8.371395111083984,0
21du-model-51_A_ZY,-8.28650188446045,0
21du-model-52_A_ZY,-8.621745109558105,0
21du-model-53_A_ZY,-8.266550064086914,0
21du-model-54_A_ZY,-7.723104953765869,0
21du-model-55_A_ZY,-5.930777072906494,0
21du-model-56_A_ZY,-8.398244857788086,0
21du-model-57_A_ZY,-8.413334846496582,0
21du-model-58_A_ZY,-7.540557384490967,0
21du-model-59_A_ZY,-6.983086585998535,0
21du-model-5_A_ZY,-7.722319602966309,0
21du-model-60_A_ZY,-8.069267272949219,0
21du-model-61_A_ZY,-7.508040904998779,0
21du-model-62_A_ZY,-7.0183820724487305,0
21du-model-63_A_ZY,-7.211468696594238,0
21du-model-64_A_ZY,-6.662985324859619,0
21du-model-65_A_ZY,-7.975000858306885,0
21du-model-66_A_ZY,-6.185123443603516,0
21du-model-67_A_ZY,-7.564521789550781,0
21du-model-68_A_ZY,-7.970274448394775,0
21du-model-69_A_ZY,-8.217573165893555,0
21du-model-6_A_ZY,-7.7301344871521,0
21du-model-70_A_ZY,-7.624709129333496,0
21du-model-71_A_ZY,-7.796102046966553,0
21du-model-72_A_ZY,-8.685945510864258,0
21du-model-73_A_ZY,-8.544644355773926,0
21du-model-74_A_ZY,-8.533173561096191,0
21du-model-75_A_ZY,-7.769182205200195,0
21du-model-76_A_ZY,-7.398891925811768,0
21du-model-77_A_ZY,-5.3793792724609375,0
21du-model-78_A_ZY,-8.259964942932129,0
21du-model-79_A_ZY,-8.547061920166016,0
21du-model-7_A_ZY,-8.133441925048828,0
21du-model-80_A_ZY,-7.988696575164795,0
21du-model-81_A_ZY,-8.148688316345215,0
21du-model-82_A_ZY,-7.039244651794434,0
21du-model-83_A_ZY,-8.036752700805664,0
21du-model-84_A_ZY,-7.544143199920654,0
21du-model-85_A_ZY,-6.832543849945068,0
21du-model-86_A_ZY,-7.081689834594727,0
21du-model-87_A_ZY,-8.784506797790527,1
21du-model-88_A_ZY,-8.485518455505371,0
21du-model-89_A_ZY,-8.394410133361816,0
21du-model-8_A_ZY,-8.248708724975586,0
21du-model-90_A_ZY,-7.781942844390869,0
21du-model-91_A_ZY,-7.107557773590088,0
21du-model-92_A_ZY,-8.35753059387207,0
21du-model-93_A_ZY,-7.898581027984619,0
21du-model-94_A_ZY,-7.952272415161133,0
21du-model-95_A_ZY,-7.851799488067627,0
21du-model-96_A_ZY,-7.8557209968566895,0
21du-model-97_A_ZY,-7.707458972930908,0
21du-model-98_A_ZY,-8.092207908630371,0
21du-model-99_A_ZY,-7.4985432624816895,0
21du-model-9_A_ZY,-8.269177436828613,0
22ps,-8.856064796447754,1
22ps-model-100_AB_Z,-9.149904251098633,0
22ps-model-10_AB_Z,-9.598222732543944,0
22ps-model-11_AB_Z,-10.212457656860352,0
22ps-model-12_AB_Z,-7.935802936553955,0
22ps-model-13_AB_Z,-8.527264595031738,0
22ps-model-14_AB_Z,-9.418231010437012,0
22ps-model-15_AB_Z,-9.527913093566896,0
22ps-model-16_AB_Z,-9.108290672302246,0
22ps-model-17_AB_Z,-10.379414558410645,0
22ps-model-18_AB_Z,-9.81301212310791,0
22ps-model-19_AB_Z,-8.82197380065918,0
22ps-model-1_AB_Z,-9.791030883789062,0
22ps-model-20_AB_Z,-8.72115421295166,0
22ps-model-21_AB_Z,-9.832079887390137,0
22ps-model-22_AB_Z,-8.990878105163574,0
22ps-model-23_AB_Z,-10.12306308746338,0
22ps-model-24_AB_Z,-8.095666885375977,0
22ps-model-25_AB_Z,-11.189071655273438,0
22ps-model-26_AB_Z,-10.31131076812744,0
22ps-model-27_AB_Z,-8.142651557922363,0
22ps-model-28_AB_Z,-8.563633918762207,0
22ps-model-29_AB_Z,-8.003266334533691,0
22ps-model-2_AB_Z,-8.191177368164062,0
22ps-model-30_AB_Z,-8.80990219116211,0
22ps-model-31_AB_Z,-10.348472595214844,0
22ps-model-32_AB_Z,-9.70138168334961,0
22ps-model-33_AB_Z,-8.07353401184082,0
22ps-model-34_AB_Z,-8.569514274597168,0
22ps-model-35_AB_Z,-9.699461936950684,0
22ps-model-36_AB_Z,-7.649022579193115,0
22ps-model-37_AB_Z,-8.494609832763672,0
22ps-model-38_AB_Z,-8.526044845581055,0
22ps-model-39_AB_Z,-7.12881326675415,0
22ps-model-3_AB_Z,-8.967123031616211,0
22ps-model-40_AB_Z,-9.361268997192385,0
22ps-model-41_AB_Z,-11.315715789794922,0
22ps-model-42_AB_Z,-8.618266105651855,0
22ps-model-43_AB_Z,-9.21149730682373,0
22ps-model-44_AB_Z,-8.922487258911133,0
22ps-model-45_AB_Z,-7.703751564025879,0
22ps-model-46_AB_Z,-9.143940925598145,0
22ps-model-47_AB_Z,-8.3548002243042,0
22ps-model-48_AB_Z,-9.08872890472412,0
22ps-model-49_AB_Z,-7.504679679870605,0
22ps-model-4_AB_Z,-9.888201713562012,0
22ps-model-50_AB_Z,-8.280658721923828,0
22ps-model-51_AB_Z,-10.290777206420898,0
22ps-model-52_AB_Z,-8.345081329345703,0
22ps-model-53_AB_Z,-8.599592208862305,0
22ps-model-54_AB_Z,-10.613666534423828,0
22ps-model-55_AB_Z,-8.6729154586792,0
22ps-model-56_AB_Z,-8.609648704528809,0
22ps-model-57_AB_Z,-8.497967720031738,0
22ps-model-58_AB_Z,-8.776281356811523,0
22ps-model-59_AB_Z,-9.404339790344238,0
22ps-model-5_AB_Z,-9.094078063964844,0
22ps-model-60_AB_Z,-8.999954223632812,0
22ps-model-61_AB_Z,-8.115388870239258,0
22ps-model-62_AB_Z,-8.614787101745605,0
22ps-model-63_AB_Z,-9.666058540344238,0
22ps-model-64_AB_Z,-9.324983596801758,0
22ps-model-65_AB_Z,-10.723105430603027,0
22ps-model-66_AB_Z,-9.43399429321289,0
22ps-model-67_AB_Z,-9.621950149536133,0
22ps-model-68_AB_Z,-8.936529159545898,0
22ps-model-69_AB_Z,-8.551804542541504,0
22ps-model-6_AB_Z,-9.973174095153809,0
22ps-model-70_AB_Z,-9.418584823608398,0
22ps-model-71_AB_Z,-8.763697624206543,0
22ps-model-72_AB_Z,-7.481541156768799,0
22ps-model-73_AB_Z,-8.652273178100586,0
22ps-model-74_AB_Z,-9.313197135925291,0
22ps-model-75_AB_Z,-9.911829948425291,0
22ps-model-76_AB_Z,-8.706533432006836,0
22ps-model-77_AB_Z,-7.856631278991699,0
22ps-model-78_AB_Z,-9.265443801879885,0
22ps-model-79_AB_Z,-8.976858139038086,0
22ps-model-7_AB_Z,-8.839766502380371,0
22ps-model-80_AB_Z,-9.628411293029783,0
22ps-model-81_AB_Z,-8.968891143798828,0
22ps-model-82_AB_Z,-8.379347801208496,0
22ps-model-83_AB_Z,-11.02866268157959,0
22ps-model-84_AB_Z,-10.35045337677002,0
22ps-model-85_AB_Z,-9.10617446899414,0
22ps-model-86_AB_Z,-9.054070472717283,0
22ps-model-87_AB_Z,-9.09617519378662,0
22ps-model-88_AB_Z,-8.450278282165527,0
22ps-model-89_AB_Z,-8.572381973266602,0
22ps-model-8_AB_Z,-8.072005271911621,0
22ps-model-90_AB_Z,-9.443563461303713,0
22ps-model-91_AB_Z,-8.134222030639648,0
22ps-model-93_AB_Z,-9.098620414733888,0
22ps-model-94_AB_Z,-8.78193473815918,0
22ps-model-95_AB_Z,-9.909276008605955,0
22ps-model-96_AB_Z,-7.816088676452637,0
22ps-model-97_AB_Z,-8.659043312072754,0
22ps-model-98_AB_Z,-8.562400817871094,0
22ps-model-99_AB_Z,-8.34761905670166,0
22ps-model-9_AB_Z,-9.173019409179688,0
8u9s,-5.881510257720947,1
8u9s-model-100_A_ZY,-6.762228012084961,0
8u9s-model-10_A_ZY,-5.739689350128174,0
8u9s-model-11_A_ZY,-6.1163201332092285,0
8u9s-model-12_A_ZY,-6.397309303283691,0
8u9s-model-13_A_ZY,-5.749118328094482,0
8u9s-model-14_A_ZY,-6.430631160736084,0
8u9s-model-15_A_ZY,-5.723206043243408,0
8u9s-model-16_A_ZY,-6.444240093231201,0
8u9s-model-17_A_ZY,-7.879098892211914,0
8u9s-model-18_A_ZY,-6.352386951446533,0
8u9s-model-19_A_ZY,-7.277689456939697,0
8u9s-model-1_A_ZY,-5.933746337890625,0
8u9s-model-20_A_ZY,-6.5643486976623535,0
8u9s-model-21_A_ZY,-5.129534721374512,0
8u9s-model-22_A_ZY,-5.861595630645752,0
8u9s-model-23_A_ZY,-5.603919506072998,0
8u9s-model-24_A_ZY,-6.741900444030762,0
8u9s-model-25_A_ZY,-6.706214427947998,0
8u9s-model-26_A_ZY,-6.630246639251709,0
8u9s-model-27_A_ZY,-5.9302978515625,0
8u9s-model-28_A_ZY,-7.134594440460205,0
8u9s-model-29_A_ZY,-5.763392448425293,0
8u9s-model-2_A_ZY,-5.138967990875244,0
8u9s-model-30_A_ZY,-6.575305938720703,0
8u9s-model-31_A_ZY,-5.920258522033691,0
8u9s-model-32_A_ZY,-5.568676948547363,0
8u9s-model-33_A_ZY,-6.0713324546813965,0
8u9s-model-34_A_ZY,-5.697940349578857,0
8u9s-model-35_A_ZY,-5.12596321105957,0
8u9s-model-36_A_ZY,-6.71983814239502,0
8u9s-model-37_A_ZY,-5.835670471191406,0
8u9s-model-38_A_ZY,-5.563877105712891,0
8u9s-model-39_A_ZY,-6.382338523864746,0
8u9s-model-3_A_ZY,-6.030531883239746,0
8u9s-model-40_A_ZY,-5.316576957702637,0
8u9s-model-41_A_ZY,-6.198882102966309,0
8u9s-model-42_A_ZY,-5.549867153167725,0
8u9s-model-43_A_ZY,-6.5630083084106445,0
8u9s-model-44_A_ZY,-5.96607780456543,0
8u9s-model-45_A_ZY,-7.791333198547363,0
8u9s-model-46_A_ZY,-6.113288402557373,0
8u9s-model-47_A_ZY,-6.318436622619629,0
8u9s-model-48_A_ZY,-5.237018585205078,0
8u9s-model-49_A_ZY,-5.516070365905762,0
8u9s-model-4_A_ZY,-6.889980316162109,0
8u9s-model-50_A_ZY,-5.590750217437744,0
8u9s-model-51_A_ZY,-5.252832889556885,0
8u9s-model-52_A_ZY,-4.983503818511963,0
8u9s-model-53_A_ZY,-5.496567726135254,0
8u9s-model-54_A_ZY,-5.701026916503906,0
8u9s-model-55_A_ZY,-6.277224540710449,0
8u9s-model-56_A_ZY,-6.463228702545166,0
8u9s-model-57_A_ZY,-4.904633045196533,0
8u9s-model-58_A_ZY,-6.471739768981934,0
8u9s-model-59_A_ZY,-7.263419151306152,0
8u9s-model-5_A_ZY,-5.096456050872803,0
8u9s-model-60_A_ZY,-6.352912425994873,0
8u9s-model-61_A_ZY,-6.062929630279541,0
8u9s-model-62_A_ZY,-6.1345086097717285,0
8u9s-model-63_A_ZY,-6.801385879516602,0
8u9s-model-64_A_ZY,-5.856504917144775,0
8u9s-model-65_A_ZY,-5.920000076293945,0
8u9s-model-66_A_ZY,-5.525862693786621,0
8u9s-model-67_A_ZY,-5.940418720245361,0
8u9s-model-68_A_ZY,-6.305779933929443,0
8u9s-model-69_A_ZY,-6.957792282104492,0
8u9s-model-6_A_ZY,-6.219606876373291,0
8u9s-model-70_A_ZY,-6.080358505249023,0
8u9s-model-71_A_ZY,-5.321347236633301,0
8u9s-model-72_A_ZY,-5.975112915039063,0
8u9s-model-73_A_ZY,-6.912413597106934,0
8u9s-model-74_A_ZY,-5.9505109786987305,0
8u9s-model-75_A_ZY,-6.061955451965332,0
8u9s-model-76_A_ZY,-5.592775344848633,0
8u9s-model-77_A_ZY,-5.904811859130859,0
8u9s-model-78_A_ZY,-5.514425277709961,0
8u9s-model-79_A_ZY,-6.338836193084717,0
8u9s-model-7_A_ZY,-5.250360012054443,0
8u9s-model-80_A_ZY,-6.008758068084717,0
8u9s-model-81_A_ZY,-5.791029930114746,0
8u9s-model-82_A_ZY,-5.815234661102295,0
8u9s-model-83_A_ZY,-6.811246395111084,0
8u9s-model-84_A_ZY,-4.4552812576293945,0
8u9s-model-85_A_ZY,-6.229645729064941,0
8u9s-model-86_A_ZY,-6.224967002868652,0
8u9s-model-87_A_ZY,-6.493758678436279,0
8u9s-model-88_A_ZY,-5.743211269378662,0
8u9s-model-89_A_ZY,-6.204923152923584,0
8u9s-model-8_A_ZY,-6.791573524475098,0
8u9s-model-90_A_ZY,-6.636239051818848,0
8u9s-model-91_A_ZY,-6.5541863441467285,0
8u9s-model-93_A_ZY,-6.622915267944336,0
8u9s-model-94_A_ZY,-6.05535888671875,0
8u9s-model-95_A_ZY,-5.849161148071289,0
8u9s-model-96_A_ZY,-5.753647804260254,0
8u9s-model-97_A_ZY,-5.802840232849121,0
8u9s-model-98_A_ZY,-5.38077974319458,0
8u9s-model-99_A_ZY,-5.276872158050537,0
8u9s-model-9_A_ZY,-5.639762878417969,0
8ubi-model-100_A_ZY,-6.0250630378723145,0
8ubi-model-10_A_ZY,-5.998846054077148,0
8ubi-model-11_A_ZY,-5.836655616760254,0
8ubi-model-12_A_ZY,-6.627394676208496,0
8ubi-model-13_A_ZY,-6.4328460693359375,0
8ubi-model-14_A_ZY,-6.606760501861572,0
8ubi-model-15_A_ZY,-5.735114097595215,0
8ubi-model-16_A_ZY,-6.0613112449646,0
8ubi-model-17_A_ZY,-5.546084403991699,0
8ubi-model-18_A_ZY,-6.275295734405518,0
8ubi-model-19_A_ZY,-5.672732353210449,0
8ubi-model-1_A_ZY,-5.149882316589356,0
8ubi-model-20_A_ZY,-5.366997241973877,0
8ubi-model-21_A_ZY,-6.478206157684326,0
8ubi-model-22_A_ZY,-5.761126518249512,0
8ubi-model-23_A_ZY,-6.575151920318604,0
8ubi-model-24_A_ZY,-5.46835994720459,0
8ubi-model-25_A_ZY,-6.468829154968262,0
8ubi-model-26_A_ZY,-6.360056877136231,0
8ubi-model-27_A_ZY,-5.825544834136963,0
8ubi-model-28_A_ZY,-5.863559722900391,0
8ubi-model-29_A_ZY,-7.414767742156982,0
8ubi-model-2_A_ZY,-5.994535446166992,0
8ubi-model-30_A_ZY,-6.006837844848633,0
8ubi-model-31_A_ZY,-6.611300468444824,0
8ubi-model-32_A_ZY,-5.93442964553833,0
8ubi-model-33_A_ZY,-5.66779899597168,0
8ubi-model-34_A_ZY,-8.041557312011719,0
8ubi-model-35_A_ZY,-6.525601863861084,0
8ubi-model-36_A_ZY,-7.214413166046143,0
8ubi-model-37_A_ZY,-6.055950164794922,0
8ubi-model-38_A_ZY,-6.206058502197266,0
8ubi-model-39_A_ZY,-5.716489315032959,0
8ubi-model-3_A_ZY,-6.859685897827148,0
8ubi-model-40_A_ZY,-5.5872344970703125,0
8ubi-model-41_A_ZY,-5.894749164581299,1
8ubi-model-42_A_ZY,-5.988319873809815,0
8ubi-model-43_A_ZY,-6.088636875152588,0
8ubi-model-44_A_ZY,-6.219465255737305,0
8ubi-model-45_A_ZY,-5.144538402557373,0
8ubi-model-46_A_ZY,-5.988994598388672,0
8ubi-model-47_A_ZY,-6.346243858337402,0
8ubi-model-48_A_ZY,-6.622677326202393,0
8ubi-model-49_A_ZY,-6.285271167755127,0
8ubi-model-4_A_ZY,-7.134433269500732,0
8ubi-model-50_A_ZY,-6.938587665557861,0
8ubi-model-51_A_ZY,-6.584148406982422,0
8ubi-model-52_A_ZY,-6.32226037979126,0
8ubi-model-53_A_ZY,-6.727980136871338,0
8ubi-model-54_A_ZY,-6.1268086433410645,0
8ubi-model-55_A_ZY,-6.638977527618408,0
8ubi-model-56_A_ZY,-5.969001293182373,0
8ubi-model-57_A_ZY,-6.306390762329102,0
8ubi-model-58_A_ZY,-5.80260181427002,0
8ubi-model-59_A_ZY,-6.460427761077881,0
8ubi-model-5_A_ZY,-5.931488513946533,0
8ubi-model-60_A_ZY,-6.135091781616211,0
8ubi-model-61_A_ZY,-5.9537272453308105,0
8ubi-model-62_A_ZY,-6.200547695159912,0
8ubi-model-63_A_ZY,-5.980733871459961,0
8ubi-model-64_A_ZY,-5.869609355926514,0
8ubi-model-65_A_ZY,-6.162297248840332,0
8ubi-model-66_A_ZY,-6.671936511993408,0
8ubi-model-67_A_ZY,-6.888133525848389,0
8ubi-model-68_A_ZY,-4.172361850738525,0
8ubi-model-69_A_ZY,-5.527900218963623,0
8ubi-model-6_A_ZY,-6.09766149520874,0
8ubi-model-70_A_ZY,-6.269499778747559,0
8ubi-model-71_A_ZY,-5.1965107917785645,0
8ubi-model-72_A_ZY,-6.638861179351807,0
8ubi-model-73_A_ZY,-7.6382927894592285,0
8ubi-model-74_A_ZY,-6.966466426849365,0
8ubi-model-75_A_ZY,-5.796257019042969,0
8ubi-model-76_A_ZY,-5.8651885986328125,0
8ubi-model-77_A_ZY,-6.214397430419922,0
8ubi-model-78_A_ZY,-5.938295841217041,0
8ubi-model-79_A_ZY,-6.1219868659973145,0
8ubi-model-7_A_ZY,-5.158942222595215,0
8ubi-model-80_A_ZY,-5.499258518218994,0
8ubi-model-81_A_ZY,-7.154812335968018,0
8ubi-model-82_A_ZY,-5.623564720153809,0
8ubi-model-83_A_ZY,-6.635090351104736,0
8ubi-model-84_A_ZY,-6.00845193862915,0
8ubi-model-85_A_ZY,-6.372125148773193,0
8ubi-model-86_A_ZY,-7.204933166503906,0
8ubi-model-87_A_ZY,-6.673821926116943,0
8ubi-model-88_A_ZY,-5.641671657562256,0
8ubi-model-89_A_ZY,-5.691665649414063,0
8ubi-model-8_A_ZY,-6.402579784393311,0
8ubi-model-90_A_ZY,-4.899810791015625,0
8ubi-model-91_A_ZY,-7.434199333190918,0
8ubi-model-92_A_ZY,-5.612903594970703,0
8ubi-model-93_A_ZY,-8.354683876037598,0
8ubi-model-94_A_ZY,-6.236754894256592,0
8ubi-model-95_A_ZY,-6.488093376159668,0
8ubi-model-96_A_ZY,-6.226680278778076,0
8ubi-model-97_A_ZY,-6.2521281242370605,0
8ubi-model-98_A_ZY,-5.580217361450195,0
8ubi-model-99_A_ZY,-6.135776042938232,0
8ubi-model-9_A_ZY,-4.497293472290039,0
8ubj-model-100_A_ZY,-5.529807567596436,0
8ubj-model-10_A_ZY,-5.9737043380737305,0
8ubj-model-11_A_ZY,-5.944184303283691,0
8ubj-model-12_A_ZY,-6.307060718536377,0
8ubj-model-13_A_ZY,-5.931272029876709,0
8ubj-model-14_A_ZY,-6.083950996398926,0
8ubj-model-15_A_ZY,-5.695720672607422,0
8ubj-model-16_A_ZY,-6.154554843902588,0
8ubj-model-17_A_ZY,-7.823909759521484,0
8ubj-model-18_A_ZY,-6.006657123565674,0
8ubj-model-19_A_ZY,-5.946127891540527,1
8ubj-model-1_A_ZY,-5.224867343902588,0
8ubj-model-20_A_ZY,-5.464242458343506,0
8ubj-model-21_A_ZY,-7.132714748382568,0
8ubj-model-22_A_ZY,-6.17089319229126,0
8ubj-model-23_A_ZY,-5.951818466186523,0
8ubj-model-24_A_ZY,-6.618082046508789,0
8ubj-model-25_A_ZY,-6.34939432144165,0
8ubj-model-26_A_ZY,-6.289712905883789,0
8ubj-model-27_A_ZY,-5.877750873565674,0
8ubj-model-28_A_ZY,-7.747480869293213,0
8ubj-model-29_A_ZY,-6.853071212768555,0
8ubj-model-2_A_ZY,-6.550799369812012,0
8ubj-model-30_A_ZY,-5.876410007476807,0
8ubj-model-31_A_ZY,-6.631745338439941,0
8ubj-model-32_A_ZY,-5.660520076751709,0
8ubj-model-33_A_ZY,-6.053842544555664,0
8ubj-model-34_A_ZY,-6.951667308807373,0
8ubj-model-35_A_ZY,-5.762367248535156,0
8ubj-model-36_A_ZY,-6.668711185455322,0
8ubj-model-37_A_ZY,-6.311581134796143,0
8ubj-model-38_A_ZY,-5.796046257019043,0
8ubj-model-39_A_ZY,-6.243443012237549,0
8ubj-model-3_A_ZY,-5.871152877807617,0
8ubj-model-40_A_ZY,-6.575465679168701,0
8ubj-model-41_A_ZY,-5.669478893280029,0
8ubj-model-42_A_ZY,-5.555976867675781,0
8ubj-model-43_A_ZY,-5.540776252746582,0
8ubj-model-44_A_ZY,-5.910730361938477,0
8ubj-model-45_A_ZY,-5.565726280212402,0
8ubj-model-46_A_ZY,-5.55527400970459,0
8ubj-model-47_A_ZY,-5.862978935241699,0
8ubj-model-48_A_ZY,-5.597549915313721,0
8ubj-model-49_A_ZY,-5.923450946807861,0
8ubj-model-4_A_ZY,-6.625319957733154,0
8ubj-model-50_A_ZY,-5.444223880767822,0
8ubj-model-51_A_ZY,-5.415961742401123,0
8ubj-model-52_A_ZY,-6.150844097137451,0
8ubj-model-53_A_ZY,-6.232622146606445,0
8ubj-model-54_A_ZY,-5.98079776763916,0
8ubj-model-55_A_ZY,-5.16582727432251,0
8ubj-model-56_A_ZY,-6.6124653816223145,0
8ubj-model-57_A_ZY,-5.896060466766357,0
